品類,品類英文,子分類,子分類名,模板ID,模板名稱,英文名稱,比例,風格注入等級,提示詞
服飾,clothing,tops,上衣,cloth_top_01_flat_lay,平鋪展示,Top Flat Lay,1:01,light,"This top garment laid flat in a curated flat lay arrangement on a clean white surface. The top is neatly spread showing its full shape, collar, and sleeve design. Styled with complementary accessories placed around it: a pair of sunglasses near the collar, a minimalist watch beside one sleeve, and a small clutch bag at the bottom. Shot from directly overhead at 90 degrees with a 35mm lens at f/8 for uniform sharpness. Bright, even lighting from a large rectangular overhead softbox. The arrangement follows a balanced composition with intentional white space. Fashion mood board aesthetic that inspires outfit combinations."
服飾,clothing,tops,上衣,cloth_top_02_hanger,衣架展示,Hanger Display,3:04,none,"This top displayed on a premium natural wood hanger against a clean white or light gray wall. The hanger is a thick, sculpted wooden design that gives the garment a boutique feel. The top drapes naturally from the hanger, showing its silhouette and fabric weight. Shot straight-on at eye level with a 85mm lens at f/4. Soft directional lighting from the left using a large strip softbox, creating gentle shadows that reveal the fabric's drape and texture. A subtle shadow of the hanger on the wall adds depth. Minimalist retail presentation photography for premium fashion e-commerce."
服飾,clothing,tops,上衣,cloth_top_03_tucked_in,紮入穿搭,Tucked-In Style,3:04,full,"A model wearing this top neatly tucked into high-waisted trousers or a skirt. Shot from waist up showing the tucked-in styling that defines the waistline. The model stands in a natural, confident three-quarter pose. Clean studio background in soft neutral beige. Fashion lighting with a key softbox at 45 degrees and a fill reflector for gentle shadow control. Shot at f/4 with a 70mm lens at waist height. The image clearly shows how the top looks when styled tucked in, including the fabric's behavior at the waist and the overall silhouette proportion. Modern fashion catalog photography."
服飾,clothing,tops,上衣,cloth_top_04_layering,層次搭配,Layering Look,3:04,full,"A model wearing this top layered under an open jacket, cardigan, or blazer. The outer layer is unbuttoned or unzipped to clearly reveal the top underneath. Shot from chest level up in a three-quarter front angle. The layering creates visual depth and shows how the top works as a versatile base piece. Clean studio or minimal indoor setting. Professional fashion lighting with a large octabox key light and edge light for separation. Shot at f/3.5 with a 85mm lens for subject isolation. The image demonstrates the top's layering versatility and inspires styling ideas."
服飾,clothing,tops,上衣,cloth_top_05_fabric_detail,面料特寫,Fabric Detail,1:01,light,"Extreme macro close-up of this top's fabric, showing the weave pattern, yarn quality, and texture at high magnification. The fabric fills the entire frame, revealing whether it is woven, knitted, ribbed, or has a special finish. Shot with a 100mm macro lens at f/5.6 with focus stacking for maximum sharpness across the fabric surface. Directional raking light from the right side at a very low 10-degree angle to accentuate every thread and fiber. The color accuracy is precise, showing the true hue without any cast. A secondary overhead diffused fill prevents excessive contrast. Professional textile detail photography that communicates the fabric's quality and hand-feel."
服飾,clothing,pants,褲裝,cloth_pants_01_full_body,全身展示,Full Body Shot,3:04,full,"A model wearing these pants in a full-body standing shot from head to shoes. Natural, relaxed standing pose with weight on one leg for a casual silhouette. The pants' fit, drape, and length are clearly visible from waist to ankle. Clean studio background in light gray or white. Even studio lighting with a large parabolic softbox as key light and two strip lights for edge definition. Shot at f/5.6 with a 50mm lens at waist height to avoid perspective distortion. The model wears a simple solid-color top that complements but doesn't distract from the pants. Professional fashion catalog photography showing accurate fit and proportion."
服飾,clothing,pants,褲裝,cloth_pants_02_fold_detail,褲腳細節,Hem Detail,1:01,light,"Close-up detail shot of these pants' hem and cuff area. Show the stitching quality, hem finishing, and any design details like cuff rolls or raw edges. The pants are worn on a model, shot from knee-down with shoes visible for styling context. Shot with a 100mm macro lens at f/4 for shallow depth of field isolating the hem detail. Side lighting from a focused strip softbox at a 30-degree angle to reveal thread texture and construction quality. Clean floor surface in light wood or white. The image communicates attention to detail and quality finishing. Professional garment detail photography."
服飾,clothing,pants,褲裝,cloth_pants_03_pocket,口袋展示,Pocket Display,3:04,full,"A model wearing these pants with one hand casually inserted into the front pocket, demonstrating the pocket's depth and accessibility. Shot from waist to mid-thigh at a slightly angled front view. A smartphone partially visible in the other pocket shows practical capacity. Clean studio background in neutral off-white. Soft overhead key light with a gentle side fill to define the pocket contours. Shot at f/4 with a 70mm lens at hip height. The image clearly communicates the pocket design, depth, and everyday practicality. Functional fashion photography for e-commerce."
服飾,clothing,pants,褲裝,cloth_pants_04_stretch,彈力展示,Stretch Demo,3:04,full,"A model demonstrating the stretch and flexibility of these pants through natural movement poses. The model is shown in a mid-step stride or slight lunge, with the fabric visibly stretching around the knee and thigh. Shot from a side angle at hip height to clearly show the fabric's elastic recovery. Clean studio backdrop in white. Dynamic fashion photography lighting with a fast strobe key light for motion-freezing sharpness. Shot at f/5.6 with a 50mm lens. The image clearly demonstrates comfort, mobility, and the four-way stretch capability of the fabric. Active lifestyle fashion photography."
服飾,clothing,pants,褲裝,cloth_pants_05_matching,上下搭配,Top-Bottom Pairing,4:03,full,A diptych or split layout showing these pants paired with two different tops for contrasting styles. Left panel: the pants with a crisp button-down shirt tucked in for a smart casual work look. Right panel: the same pants with a relaxed graphic t-shirt or hoodie for a casual weekend look. Both panels show the model from waist to shoes in a natural standing pose. Consistent studio backdrop and lighting across both panels using matched softboxes at 5500K. Shot at f/5.6 with a 70mm lens. The layout demonstrates the pants' versatility for different occasions and personal styles.
